Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Income_cat,Age,Education_Level,Marital_In_Relationship,Marital_Not_In_Relationship,Marital_Other,Children,Customer_Fidelity
39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",59,3,True,False,False,2,4250
85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",69,3,True,False,False,2,4319
64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,"(44529.0, 58482.0]",51,3,True,False,False,2,4560
69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",74,2,True,False,False,1,4432
54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",58,2,True,False,False,2,4216
57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",74,3,True,False,False,0,4404
64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",42,2,True,False,False,1,4051
10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,"(1729.999, 32011.0]",54,2,True,False,False,2,4036
65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,"(71819.0, 666666.0]",70,2,False,True,False,0,4608
74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",64,3,True,False,False,1,4252
4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,"(44529.0, 58482.0]",70,2,True,False,False,1,4007
94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,"(1729.999, 32011.0]",66,2,True,False,False,0,4277
41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,"(32011.0, 44529.0]",41,3,False,True,False,1,4589
25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,"(71819.0, 666666.0]",50,3,True,False,False,0,4528
94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",60,3,False,True,False,0,4195
9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,"(32011.0, 44529.0]",48,2,True,False,False,1,4114
47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",53,3,True,False,False,0,4255
12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,"(1729.999, 32011.0]",50,3,True,False,False,1,4247
80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",56,2,False,True,False,1,4575
20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",56,3,True,False,False,2,4217
39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",47,2,True,False,False,1,4354
57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",44,2,True,False,False,1,4645
27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",64,2,False,True,False,1,4457
83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",65,2,True,False,False,1,4631
79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",70,2,False,True,False,0,4249
69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",77,3,True,False,False,2,4531
77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",59,3,True,False,False,2,4483
15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,"(1729.999, 32011.0]",39,3,False,True,False,1,4511
99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",52,2,False,True,False,1,4102
61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",69,2,False,True,False,3,4439
23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",50,1,True,False,False,1,4575
84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,"(71819.0, 666666.0]",60,2,True,False,False,0,4017
74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",56,3,False,True,False,0,4278
90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,"(44529.0, 58482.0]",81,3,False,True,False,0,4310
41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",52,1,True,False,False,1,4529
28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",58,2,True,False,False,3,4208
73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,"(44529.0, 58482.0]",56,3,False,True,False,0,4561
88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",51,2,True,False,False,2,4302
94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",60,3,False,True,False,3,4383
31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",49,3,True,False,False,2,4355
31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",47,2,False,True,False,2,4432
6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,"(1729.999, 32011.0]",65,3,True,False,False,1,4645
23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",64,3,True,False,False,1,4317
92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",54,2,False,True,False,0,4314
52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,"(71819.0, 666666.0]",76,2,False,True,False,0,4075
50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",47,2,False,True,False,1,4147
54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,"(71819.0, 666666.0]",70,2,True,False,False,0,4355
93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",49,2,True,False,False,1,4489
56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,"(71819.0, 666666.0]",50,2,False,True,False,1,4355
28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,"(58482.0, 71819.0]",65,2,True,False,False,1,4610
94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,"(32011.0, 44529.0]",48,3,False,True,False,2,4625
76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,"(1729.999, 32011.0]",48,2,False,True,False,1,4522
43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,"(58482.0, 71819.0]",55,3,True,False,False,1,4186
46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",67,3,True,False,False,0,3980
13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",55,2,True,False,False,1,4129
27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,"(32011.0, 44529.0]",65,2,False,True,False,0,4098
12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,"(71819.0, 666666.0]",52,2,False,True,False,0,4401
3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",63,2,False,True,False,3,4075
72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,"(71819.0, 666666.0]",73,2,False,True,False,0,4354
6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",63,2,True,False,False,1,4501
53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,"(58482.0, 71819.0]",75,3,False,True,False,1,4603
58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,"(71819.0, 666666.0]",54,2,True,False,False,1,4199
78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",65,2,True,False,False,1,4596
57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",77,3,True,False,False,0,4011
37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",66,3,False,True,False,1,4510
20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,"(44529.0, 58482.0]",61,2,False,True,False,1,4382
73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,"(71819.0, 666666.0]",78,3,True,False,False,0,4440
56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",54,3,True,False,False,2,4279
36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,"(71819.0, 666666.0]",55,2,True,False,False,0,4488
9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",55,3,False,True,False,1,4162
42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,"(71819.0, 666666.0]",48,3,True,False,False,1,4001
28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",67,2,True,False,False,1,4250
23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,"(71819.0, 666666.0]",65,3,False,True,False,0,4096
38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,"(1729.999, 32011.0]",40,2,True,False,False,1,4635
63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",51,2,True,False,False,1,4650
71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,"(44529.0, 58482.0]",75,3,True,False,False,1,4041
9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",70,2,False,True,False,1,4659
81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"(71819.0, 666666.0]",50,2,False,True,False,0,4106
87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",72,2,True,False,False,1,4140
92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",67,2,True,False,False,0,4609
36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,"(71819.0, 666666.0]",78,3,True,False,False,1,4266
86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,"(44529.0, 58482.0]",59,3,False,True,False,3,4215
83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",62,2,True,False,False,1,4533
74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",40,2,True,False,False,1,4191
87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",50,2,False,True,False,1,4150
29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",45,1,True,False,False,0,4624
88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",69,3,True,False,False,0,4508
77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",66,2,True,False,False,0,4512
25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",51,3,True,False,False,1,4373
34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",38,1,False,True,False,1,4241
43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",57,3,True,False,False,1,4380
76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,"(44529.0, 58482.0]",54,2,True,False,False,2,4198
81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",61,3,True,False,False,1,4299
87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",63,3,False,True,False,2,4197
33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,"(58482.0, 71819.0]",55,2,False,True,False,1,4619
38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,"(71819.0, 666666.0]",45,2,True,False,False,1,4159
63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",50,3,False,True,False,1,4539
26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",51,2,True,False,False,2,4002
17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,"(71819.0, 666666.0]",62,3,True,False,False,1,4571
75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",46,2,False,True,False,0,4142
13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,"(32011.0, 44529.0]",40,2,True,False,False,1,4342
19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",45,3,False,True,False,0,4152
51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",62,2,False,True,False,1,4218
81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,"(58482.0, 71819.0]",58,2,False,True,False,0,4632
32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",43,2,True,False,False,0,4303
84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",70,2,True,False,False,1,4212
87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",58,2,True,False,False,0,4156
99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",49,3,False,True,False,1,4443
96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,"(71819.0, 666666.0]",53,3,False,True,False,0,4619
21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,"(71819.0, 666666.0]",43,3,True,False,False,0,4658
40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,"(71819.0, 666666.0]",36,3,True,False,False,0,4008
3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",56,3,True,False,False,0,4236
98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,"(44529.0, 58482.0]",65,3,False,True,False,1,4597
73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",55,2,False,True,False,0,4272
90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,"(32011.0, 44529.0]",67,3,True,False,False,1,4316
29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,"(1729.999, 32011.0]",73,1,True,False,False,0,4203
3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,"(44529.0, 58482.0]",76,3,False,True,False,2,4360
94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,"(58482.0, 71819.0]",64,3,True,False,False,2,4302
65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",30,2,False,True,False,0,4059
33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,"(1729.999, 32011.0]",76,3,False,True,False,2,4411
46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",64,2,False,True,False,0,4202
29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,"(71819.0, 666666.0]",65,2,True,False,False,0,4045
99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,"(71819.0, 666666.0]",52,2,False,True,False,1,4249
26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",47,2,True,False,False,2,4073
30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,"(58482.0, 71819.0]",47,2,False,True,False,1,4102
27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,"(71819.0, 666666.0]",37,3,False,True,False,0,4025
24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",57,3,False,True,False,1,4149
93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,"(71819.0, 666666.0]",39,2,True,False,False,1,4499
34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,"(32011.0, 44529.0]",55,3,False,True,False,1,3966
88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",74,2,False,True,False,1,4409
96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,"(58482.0, 71819.0]",77,3,True,False,False,1,4184
10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,"(32011.0, 44529.0]",54,3,True,False,False,1,4499
26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,"(1729.999, 32011.0]",39,2,True,False,False,1,4316
49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",60,3,False,True,False,1,4580
11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",50,2,False,True,False,1,4458
44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",72,2,True,False,False,0,4375
75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",43,2,True,False,False,1,4290
64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",50,3,True,False,False,0,4533
19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,"(71819.0, 666666.0]",65,2,False,True,False,0,4608
45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",47,2,True,False,False,1,4467
77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",55,2,False,True,False,1,4419
9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",67,2,False,True,False,2,4056
1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,"(71819.0, 666666.0]",60,3,True,False,False,1,4521
90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,"(58482.0, 71819.0]",71,2,True,False,False,0,4387
43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",41,3,True,False,False,1,4001
79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,"(71819.0, 666666.0]",60,2,True,False,False,0,4465
19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,"(1729.999, 32011.0]",49,2,True,False,False,1,4661
99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",59,2,True,False,False,1,3985
62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,"(71819.0, 666666.0]",70,2,True,False,False,0,4182
41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",49,3,False,True,False,0,4119
60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,"(44529.0, 58482.0]",60,3,True,False,False,3,4225
17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,"(71819.0, 666666.0]",34,2,True,False,False,0,4404
24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",76,3,False,True,False,2,4239
60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",72,3,True,False,False,2,4655
57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,"(58482.0, 71819.0]",47,2,True,False,False,2,4346
74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,"(44529.0, 58482.0]",77,3,False,True,False,3,4220
22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,"(71819.0, 666666.0]",52,2,False,True,False,2,4227
46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,"(71819.0, 666666.0]",76,2,True,False,False,0,4025
69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",52,2,True,False,False,1,4421
29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,"(58482.0, 71819.0]",73,3,True,False,False,1,3990
37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",36,1,True,False,False,1,4432
26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",56,2,True,False,False,1,4653
8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,"(58482.0, 71819.0]",72,3,False,True,False,1,4427
26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,"(32011.0, 44529.0]",69,3,True,False,False,2,4444
79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,"(44529.0, 58482.0]",75,3,False,True,False,3,4143
71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",47,2,True,False,False,1,4296
83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,"(71819.0, 666666.0]",61,2,True,False,False,0,4119
57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,"(71819.0, 666666.0]",73,2,True,False,False,0,4377
37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,"(1729.999, 32011.0]",50,2,True,False,False,1,4166
30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",30,2,False,True,False,0,4076
34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,"(32011.0, 44529.0]",55,2,False,True,False,1,4251
0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,"(58482.0, 71819.0]",71,2,True,False,False,0,4115
89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",53,3,True,False,False,0,4144
92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,"(44529.0, 58482.0]",67,3,True,False,False,1,4233
87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",50,2,False,True,False,1,4150
20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,"(71819.0, 666666.0]",56,2,True,False,False,0,4450
56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,"(71819.0, 666666.0]",46,2,True,False,False,0,4022
28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,"(58482.0, 71819.0]",47,2,True,False,False,0,4469
55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,"(58482.0, 71819.0]",53,3,True,False,False,1,4651
25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,"(58482.0, 71819.0]",61,2,True,False,False,1,4247
0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,"(32011.0, 44529.0]",46,3,True,False,False,1,4435
86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,"(32011.0, 44529.0]",66,3,True,False,False,1,4048
8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",44,2,True,False,False,1,4233
33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,"(71819.0, 666666.0]",58,2,False,True,False,2,4030
13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,"(71819.0, 666666.0]",37,3,True,False,False,0,4208
12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,"(1729.999, 32011.0]",47,3,False,True,False,1,4379
92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",73,2,False,True,False,0,4002
90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,"(44529.0, 58482.0]",70,2,True,False,False,1,4392
8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",48,2,True,False,False,0,4620
6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",38,2,True,False,False,0,4626
91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,"(44529.0, 58482.0]",60,2,True,False,False,1,4265
52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,"(58482.0, 71819.0]",69,3,True,False,False,1,4363
3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",46,2,True,False,False,1,4325
57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,"(71819.0, 666666.0]",74,3,True,False,False,0,4163
9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,"(32011.0, 44529.0]",60,2,False,True,False,2,4395
22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",53,2,True,False,False,2,4406
76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,"(1729.999, 32011.0]",68,3,True,False,False,1,4532
86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,"(32011.0, 44529.0]",72,2,True,False,False,2,4444
64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,"(32011.0, 44529.0]",60,3,False,True,False,1,4267
90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,"(71819.0, 666666.0]",67,3,True,False,False,0,4118
79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,"(44529.0, 58482.0]",70,3,False,True,False,2,4157
28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,"(71819.0, 666666.0]",54,2,False,True,False,1,4254
86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,"(58482.0, 71819.0]",51,3,False,True,False,0,4049
42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,"(32011.0, 44529.0]",49,2,True,False,False,2,4040
39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,"(1729.999, 32011.0]",55,2,False,True,False,1,4013
